user,peak_date,generic_score,hybrid_score,generic_peak_score,hybrid_rank,generic_rank,top_reasons
ZFM0468,2011-02-10,1.185866923181225,0.8273490161729478,1.185866923181225,504,247,external_attachment_email_count=1 (z=7.68); external_email_size=42887 (z=3.36); external_email_count=1 (z=3.32)
AAF0791,2010-03-15,0.149289119452342,0.8268715673198578,0.2919108131088813,505,974,leak_site_count=1 (z=7.68); job_site_count=1 (z=1.68); external_email_size=52002 (z=0.67)
HMW0713,2010-10-26,1.1848833354842427,0.826662792198309,1.1848833354842427,506,248,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=3.00); external_email_size=18888 (z=2.92)
GRM0868,2011-05-11,0.17594728616735067,0.8263279161903194,0.28665389332318697,507,979,leak_site_count=2 (z=8.64); external_email_count=5 (z=0.95); external_email_size=177331 (z=0.77)
ZSL0305,2010-05-04,0.48427731447181016,0.8262399868407977,1.0396989660152687,508,345,leak_site_count=1 (z=6.00); external_email_count=1 (z=2.55); external_email_size=21336 (z=2.47)
SOG0411,2010-02-23,0.20614467551197882,0.8254745152191655,0.5313159593245126,509,822,leak_site_count=2 (z=5.55); job_site_count=1 (z=3.96); external_email_count=3 (z=0.93)
TIW0299,2010-11-02,1.1830226498322074,0.8253646394178191,1.1830226498322074,510,250,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=3.74); external_email_size=28858 (z=3.64)
ESA0642,2010-07-14,0.48057316012927215,0.8236556931134457,0.6736224077974126,511,620,leak_site_count=1 (z=6.00); after_hours_email_count=1 (z=2.65); after_hours_http_count=1 (z=2.07)
TCD0009,2011-03-15,0.3083724809664264,0.8202836721372332,0.5560642816929061,512,773,job_site_count=1 (z=6.00); leak_site_count=1 (z=3.15); external_email_count=4 (z=1.29)
CMB0912,2010-03-21,0.7457722581497128,0.8201498033754994,1.0039912201791312,513,374,leak_site_count=2 (z=3.68); after_hours_logon_count=2 (z=2.64); after_hours_http_count=11 (z=3.44)
CJM0521,2011-02-01,0.7256306338939105,0.8193449077826411,1.1708048032589196,514,255,external_attachment_email_count=1 (z=5.39); job_site_count=1 (z=5.39); external_email_count=2 (z=1.76)
RYB0718,2010-09-21,1.1739809552388119,0.8190564803991711,1.1739809552388119,515,253,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=3.74); external_email_size=16319 (z=3.50)
SPA0141,2010-06-22,1.1735846934181593,0.8187800186638321,1.1735846934181593,516,254,after_hours_logon_count=2 (z=4.27); after_hours_http_count=2 (z=4.90); external_attachment_email_count=3 (z=2.75)
KCB0815,2010-10-27,0.6500747201148743,0.8180437498625818,0.9268147550774523,517,420,job_site_count=7 (z=6.27); external_attachment_email_count=1 (z=3.74); external_email_count=4 (z=1.47)
RNL0695,2010-05-25,0.4308727411054973,0.8161127651123622,0.842618591471881,518,468,leak_site_count=3 (z=6.33); external_attachment_email_count=2 (z=2.53); external_email_count=3 (z=1.01)
CEL0561,2010-06-04,0.3360402409085011,0.8158420285408148,0.5608154759356255,519,763,job_site_count=2 (z=10.00); external_attachment_email_count=1 (z=1.59); external_email_size=69297 (z=0.87)
PSF0133,2010-08-09,0.8045070236510513,0.8147083271717028,0.8580929877331265,520,458,job_site_count=1 (z=4.36); external_email_count=2 (z=3.81); external_email_size=38853 (z=2.33)
KRL0062,2010-09-29,0.2712120130009235,0.8144272211062284,0.29276300960929685,521,972,leak_site_count=1 (z=7.68); external_email_count=7 (z=1.58); external_email_size=216191 (z=0.97)
PTH0830,2010-08-28,1.1671144127411952,0.8142658693543223,1.1671144127411952,522,256,after_hours_http_count=2 (z=8.64); after_hours_logon_count=1 (z=2.75); after_hours_email_count=1 (z=3.32)
CWB0065,2010-06-03,0.2693854340262057,0.813152863682007,0.5376170462452311,523,814,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=0.81); logon_pc_count=2 (z=1.29)
SJW0451,2010-09-30,1.1632728652185287,0.8115857199199037,1.1632728652185287,524,257,external_email_count=1 (z=7.68); external_email_size=20579 (z=7.60); http_domain_count=2 (z=2.29)
EMS0317,2010-08-12,0.26352917797841896,0.8090671036486674,0.5672607197288794,525,746,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=0.89); external_email_count=5 (z=0.95)
SJC0333,2011-02-09,0.5720495839221736,0.8085747661860941,0.7604027172134332,526,541,job_site_count=2 (z=7.04); external_attachment_email_count=2 (z=3.32); external_email_count=2 (z=1.76)
HCM0267,2011-04-05,0.703367169939574,0.8065785465193412,0.7651759507310191,527,534,usb_executable_count=2 (z=3.88); external_attachment_email_count=3 (z=2.80); external_email_count=6 (z=1.98)
MJB0588,2010-10-15,1.155665304306058,0.8062781192832964,1.155665304306058,528,263,external_attachment_email_count=1 (z=7.68); external_email_count=2 (z=4.27); external_email_size=54024 (z=2.76)
GQF0659,2011-01-04,0.4349631802600154,0.8060155379083699,1.0313735168455291,529,352,job_site_count=2 (z=8.64); external_email_count=2 (z=2.55); external_email_size=83736 (z=1.88)
SGS0268,2010-12-27,0.44497731572478255,0.8058803501682859,0.828639365844399,530,487,leak_site_count=2 (z=6.09); external_attachment_email_count=1 (z=2.55); external_email_size=49359 (z=0.96)
UCS0227,2011-03-15,0.646364850485741,0.8057463213247578,0.646364850485741,531,642,leak_site_count=1 (z=4.36); after_hours_http_count=1 (z=7.68); external_email_count=4 (z=1.25)
THD0448,2011-02-01,1.1538493539162795,0.8050111771508928,1.1538493539162795,532,264,external_attachment_email_count=1 (z=7.68); external_email_size=36952 (z=3.01); external_email_count=1 (z=3.00)
CJK0200,2010-09-15,0.25646395456766424,0.804137878013257,0.32465258928662327,533,941,leak_site_count=1 (z=7.68); external_email_count=4 (z=1.50); external_email_size=135052 (z=0.96)
BCM0653,2010-11-09,1.1523249378111626,0.8039476310310437,1.1523249378111626,534,266,external_attachment_email_count=2 (z=8.64); after_hours_email_count=2 (z=3.23); external_email_count=2 (z=1.93)
ICS0956,2010-12-27,1.1522456900910398,0.8038923419239814,1.1522456900910398,535,267,external_attachment_email_count=1 (z=7.68); external_email_size=34139 (z=3.12); external_email_count=1 (z=3.00)
NKH0807,2010-06-08,0.7030334481435166,0.8035794293521339,0.8014488820370946,536,503,job_site_count=1 (z=5.39); after_hours_email_count=6 (z=3.51); external_attachment_email_count=1 (z=1.59)
CBB0365,2011-04-27,0.29307203873334847,0.8004480098374654,0.7858619433951207,537,519,leak_site_count=1 (z=6.00); external_attachment_email_count=1 (z=2.00); job_site_count=2 (z=1.85)
KNB0022,2011-02-21,0.3382045148862384,0.8004139229092353,0.5203400213558302,538,834,leak_site_count=3 (z=6.93); external_attachment_email_count=1 (z=1.26); external_email_count=3 (z=1.09)
NSC0597,2010-10-25,1.1469799947981545,0.8002186010219683,1.1469799947981545,539,271,external_attachment_email_count=1 (z=7.68); external_email_size=38617 (z=3.16); external_email_count=1 (z=3.00)
TQS0212,2010-12-08,0.31260743668519925,0.799493560478046,0.5206980759298677,540,833,job_site_count=2 (z=10.00); external_attachment_email_count=2 (z=1.31); external_email_count=4 (z=0.90)
RIH0777,2010-07-22,0.5055565206802074,0.7992920927925057,0.840779987574507,541,471,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=3.74); external_email_size=33782 (z=1.31)
SED0886,2010-04-14,0.5584514351592341,0.7990876856538107,0.9576516070782043,542,403,job_site_count=2 (z=7.04); external_attachment_email_count=1 (z=2.38); external_email_count=2 (z=2.03)
JOL0024,2010-02-04,0.8422240280028043,0.7990694786004822,0.8422240280028043,543,470,external_attachment_email_count=4 (z=6.54); leak_site_count=1 (z=2.60); external_email_count=5 (z=2.07)
WLV0566,2011-01-20,0.7413642963627383,0.7988776740822318,0.7413642963627383,544,561,external_attachment_email_count=1 (z=5.39); leak_site_count=1 (z=1.77); job_site_count=2 (z=2.36)
FUM0015,2010-07-06,0.23559535695383496,0.7987646131945774,0.8644117343123052,545,454,job_site_count=1 (z=7.68); leak_site_count=2 (z=2.31); external_attachment_email_count=2 (z=0.64)
AES0827,2010-12-13,1.144413784028041,0.7984282214149124,1.144413784028041,546,272,after_hours_email_count=1 (z=7.68); after_hours_http_count=1 (z=6.00); external_email_size=34545 (z=2.60)
SOB0360,2010-05-12,0.24756061534122734,0.7979262459948128,0.49038682539923917,547,859,leak_site_count=1 (z=7.68); external_email_count=7 (z=1.84); external_email_size=157261 (z=0.90)
NCE0097,2011-04-25,0.41045848443885496,0.7968767735354267,0.6753982396505861,548,617,leak_site_count=2 (z=5.43); external_attachment_email_count=1 (z=2.11); job_site_count=1 (z=1.17)
ADD0846,2010-01-27,1.1416816859448322,0.7965221064731388,1.1416816859448322,549,273,after_hours_http_count=1 (z=6.00); external_attachment_email_count=1 (z=3.24); http_domain_count=2 (z=4.32)
GMF0738,2010-04-28,0.2446297345333327,0.7958814454311651,0.29100619705357006,550,975,leak_site_count=1 (z=7.68); external_email_count=7 (z=1.44); external_email_size=283782 (z=0.92)
TUC0632,2011-05-03,0.3068321780072604,0.7954643102376237,0.7075624395674082,551,590,job_site_count=2 (z=10.00); after_hours_email_count=2 (z=3.68); http_domain_count=3 (z=1.72)
HSP0290,2011-05-16,1.1399860794543824,0.7953391252007318,1.1399860794543824,552,274,external_attachment_email_count=1 (z=7.68); external_email_size=31513 (z=2.41); external_email_count=1 (z=2.38)
MDH0686,2011-05-14,0.7845464454546435,0.7950866080903375,1.028619878684931,553,354,leak_site_count=1 (z=2.24); external_attachment_email_count=4 (z=2.57); after_hours_logon_count=2 (z=1.90)
MES0407,2010-12-21,0.29247057225215733,0.7941206102182197,0.6120111627119685,554,676,leak_site_count=3 (z=7.25); external_email_count=3 (z=1.17); external_attachment_email_count=1 (z=0.81)
BTW0005,2010-05-19,0.30482128164994454,0.794061359290659,0.42021844835231864,555,902,job_site_count=8 (z=10.00); external_email_count=13 (z=1.54); external_attachment_email_count=4 (z=1.22)
NMG0766,2011-01-28,1.1378377265598916,0.7938402743441104,1.1378377265598916,556,275,external_attachment_email_count=2 (z=10.00); external_email_count=2 (z=1.82); external_email_size=53502 (z=1.37)
RAG0275,2010-04-20,0.31587498236132666,0.7936364621049157,0.5574152651955473,557,769,leak_site_count=2 (z=7.04); external_attachment_email_count=1 (z=1.78); external_email_size=57514 (z=0.74)
ALD0529,2011-01-31,0.8253522558118074,0.7933653753788158,0.8253522558118074,558,489,external_attachment_email_count=3 (z=5.28); job_site_count=1 (z=3.74); external_email_count=3 (z=2.55)
NCK0421,2010-11-24,0.22776624913323054,0.7932006804668558,0.29920984945344536,559,965,job_site_count=1 (z=7.68); leak_site_count=1 (z=2.31); external_email_count=6 (z=1.68)
HKF0831,2010-10-14,1.134611475916634,0.7915894018023028,1.134611475916634,560,278,external_attachment_email_count=1 (z=4.36); after_hours_http_count=1 (z=6.00); external_email_size=33515 (z=2.28)
SCF0608,2010-05-25,0.42445219729036454,0.7915605000977616,0.567172308686116,561,748,leak_site_count=2 (z=6.09); external_attachment_email_count=2 (z=2.34); external_email_count=9 (z=1.52)
BHW0458,2010-04-16,1.133318716085331,0.7906874763386031,1.133318716085331,562,279,external_attachment_email_count=1 (z=7.68); external_email_size=28786 (z=3.37); external_email_count=1 (z=3.32)
SMH0291,2011-02-27,1.1304270850857359,0.7886700593621413,1.1304270850857359,563,281,external_attachment_email_count=1 (z=5.39); after_hours_logon_count=2 (z=1.59); after_hours_http_count=1 (z=2.65)
BAK0964,2011-02-04,1.1301714723636405,0.7884917249048655,1.1301714723636405,564,282,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=3.32); external_email_size=27466 (z=3.27)
GAF0060,2010-10-19,1.1298896513986023,0.7882951056269318,1.1298896513986023,565,283,after_hours_email_count=4 (z=10.00); after_hours_http_count=1 (z=7.68); external_email_count=3 (z=1.05)
BTL0722,2010-07-12,0.7923105548089606,0.7864620101944549,1.0995528298692878,566,299,external_attachment_email_count=1 (z=4.36); job_site_count=1 (z=4.02); external_email_count=1 (z=2.11)
CCW0524,2011-01-21,0.6701053516913058,0.7833931960518112,0.7222574572291022,567,575,job_site_count=2 (z=5.43); external_attachment_email_count=1 (z=3.74); external_email_count=2 (z=2.33)
ALD0544,2010-08-18,0.4225796238070125,0.7831950863769854,0.5907455018111641,568,706,leak_site_count=1 (z=6.00); external_attachment_email_count=3 (z=2.30); external_email_count=3 (z=1.01)
AKW0167,2010-09-23,0.09514576267008511,0.7829168375818133,0.6186498784790834,569,669,job_site_count=1 (z=7.68); leak_site_count=1 (z=3.32); http_domain_count=7 (z=1.11)
QRM0739,2010-07-27,0.5207913987775177,0.7818163735056226,0.7015644010678453,570,597,usb_executable_count=1 (z=4.36); external_attachment_email_count=2 (z=1.68); job_site_count=1 (z=1.10)
RMS0266,2010-05-03,0.22202587728174772,0.7801113124649433,0.2837380145024622,571,983,leak_site_count=1 (z=7.68); external_email_count=3 (z=0.94); external_email_size=88584 (z=0.83)
HWH0646,2011-01-12,0.6176589850390101,0.779762082585356,0.8758255395520095,572,449,job_site_count=1 (z=6.00); external_email_count=3 (z=2.99); external_attachment_email_count=1 (z=1.81)
CSL0949,2010-05-05,0.41654633963712034,0.7789858183514793,0.5908145817963564,573,705,leak_site_count=1 (z=6.00); http_domain_count=2 (z=3.00); external_email_count=1 (z=1.81)
SAC0687,2011-01-20,0.8235291534796648,0.7788053381269806,0.9654342616015642,574,397,after_hours_email_count=1 (z=6.00); job_site_count=1 (z=3.51); external_attachment_email_count=2 (z=3.25)
JKB0126,2010-09-29,1.1160621418743266,0.7786480059588325,1.1160621418743266,575,286,after_hours_email_count=3 (z=10.00); after_hours_http_count=3 (z=7.75); external_email_count=4 (z=1.42)
MNC0717,2010-05-12,1.1152482227525864,0.7780801554087813,1.1152482227525864,576,288,external_attachment_email_count=1 (z=7.68); external_email_size=27108 (z=3.38); external_email_count=1 (z=3.32)
KJW0416,2011-04-26,0.15441131841110256,0.7777751942101708,0.3177149885557097,577,944,leak_site_count=2 (z=4.39); job_site_count=1 (z=5.39); http_domain_count=6 (z=1.19)
IJM0139,2010-03-03,0.4142273605479976,0.7773679259637192,0.6110943669262618,578,678,leak_site_count=1 (z=6.00); external_email_count=1 (z=2.07); external_email_size=26183 (z=2.05)
MLG0475,2010-05-07,1.1140794288110858,0.7772647177751761,1.1140794288110858,579,290,external_attachment_email_count=1 (z=7.68); external_email_size=28742 (z=2.79); external_email_count=1 (z=2.75)
ALB0892,2010-03-20,1.1128867674240739,0.7764326284354005,1.1128867674240739,580,291,external_attachment_email_count=1 (z=5.39); after_hours_logon_count=1 (z=1.90); after_hours_email_count=3 (z=2.98)
CIG0052,2010-03-18,0.39221246423635114,0.7761894569616272,0.7484442850737629,581,556,job_site_count=2 (z=8.64); external_attachment_email_count=1 (z=2.75); external_email_size=51635 (z=0.87)
FXF0957,2010-01-18,1.1122117185223452,0.7759616640853573,1.1122117185223452,582,293,external_attachment_email_count=1 (z=6.00); external_email_count=1 (z=3.61); external_email_size=21511 (z=3.53)
LNS0989,2010-09-10,0.4002323673300879,0.7746629443115219,0.5561914544079957,583,772,leak_site_count=2 (z=6.09); external_attachment_email_count=3 (z=2.00); external_email_count=4 (z=1.38)
JRL0574,2011-03-15,0.46923476982025397,0.7739513363785847,0.5756774580854993,584,728,job_site_count=1 (z=7.68); external_email_size=34526 (z=2.27); external_email_count=1 (z=2.24)
KES0729,2010-10-07,0.38627477240774244,0.7720468812672492,0.5735903665318342,585,733,job_site_count=2 (z=8.64); external_attachment_email_count=3 (z=2.21); external_email_count=3 (z=0.84)
DAG0558,2011-01-07,0.46560671909671236,0.7714201381993695,0.6047898508797614,586,684,job_site_count=1 (z=7.68); external_attachment_email_count=3 (z=2.89); external_email_count=3 (z=0.95)
GRC0145,2010-12-27,0.2094272278674302,0.7713215570596055,0.5264407668624961,587,827,leak_site_count=1 (z=7.68); external_email_count=3 (z=0.93); external_email_size=73007 (z=0.82)
NIH0969,2011-02-22,1.1042500462384306,0.7704070090035562,1.1042500462384306,588,297,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=2.24); external_email_size=24387 (z=2.22)
YDN0198,2010-11-11,0.40365461421171495,0.7699915913104988,0.562613299125093,589,755,leak_site_count=1 (z=6.00); external_attachment_email_count=2 (z=1.91); external_email_count=4 (z=1.43)
KBS0874,2010-07-27,0.26967789766605704,0.7695427193019003,0.47696253307436637,590,869,job_site_count=9 (z=10.00); external_attachment_email_count=2 (z=0.96); external_email_size=93680 (z=0.79)
KVS0425,2011-01-05,0.09420735941463176,0.7693000603163296,0.7623093702160717,591,539,leak_site_count=2 (z=8.64); logon_pc_count=1 (z=0.79); http_domain_count=4 (z=0.84)
RVC0232,2010-08-12,1.102636060101901,0.7692809721641171,1.102636060101901,592,298,after_hours_email_count=3 (z=10.00); after_hours_http_count=1 (z=5.39); external_attachment_email_count=1 (z=1.95)
ARL0034,2010-07-06,0.20571723482699586,0.7687331898220932,0.5654561308253822,593,749,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=0.98); external_email_size=29877 (z=0.63)
LNR0656,2010-11-08,0.4615634005271187,0.768599218267095,0.6165384282035884,594,672,job_site_count=1 (z=7.68); external_email_count=2 (z=1.97); after_hours_http_count=1 (z=2.24)
CYA0506,2010-05-20,0.2681770602164095,0.7684956234067974,0.4028554151031007,595,908,job_site_count=2 (z=10.00); external_email_size=29998 (z=1.40); external_email_count=1 (z=1.05)
NNS0059,2010-09-20,0.8962078882158663,0.7684092358219996,0.8976022263467233,596,438,after_hours_http_count=1 (z=7.68); external_attachment_email_count=4 (z=2.81); job_site_count=1 (z=2.46)
NAB0903,2010-10-04,0.26790804639396554,0.7683079393446272,0.4003209072569706,597,910,job_site_count=4 (z=10.00); http_domain_count=6 (z=2.94); external_email_size=41389 (z=0.97)
ONL0276,2011-05-06,0.1863588286801322,0.767438313514246,0.7658399798913874,598,533,job_site_count=1 (z=7.68); leak_site_count=2 (z=2.34); external_email_size=82966 (z=0.88)
FSB0399,2010-08-23,1.0992913643797255,0.7669474635207387,1.0992913643797255,599,300,after_hours_email_count=2 (z=8.64); after_hours_http_count=1 (z=7.68); external_attachment_email_count=1 (z=0.93)
NAB0801,2010-01-22,0.9181079755373981,0.766698878365761,0.9181079755373981,600,426,external_attachment_email_count=3 (z=8.49); job_site_count=2 (z=2.17); external_email_count=5 (z=1.51)
NCO0666,2011-05-16,0.3987745165682568,0.7665868720243652,0.5653427775213445,601,750,leak_site_count=1 (z=6.00); external_attachment_email_count=1 (z=1.56); external_email_count=3 (z=1.49)
ABC0253,2010-08-18,0.5914796200766247,0.7665395287161303,0.856811571700601,602,459,job_site_count=2 (z=6.09); external_attachment_email_count=1 (z=4.36); external_email_count=6 (z=1.90)
RGN0408,2011-05-06,0.20834185463364271,0.7664289583532495,0.6196638723809692,603,667,job_site_count=3 (z=8.95); leak_site_count=1 (z=1.24); external_email_size=65263 (z=0.87)
SOF0808,2010-07-13,0.457363796189792,0.765669261752681,0.8153798797159825,604,497,job_site_count=1 (z=7.68); external_email_count=5 (z=1.94); after_hours_http_count=3 (z=2.56)
GAF0570,2011-01-19,0.5092446338345394,0.7647573591482097,0.7341971145683112,605,567,job_site_count=2 (z=7.04); external_attachment_email_count=2 (z=2.31); external_email_count=5 (z=2.17)
MLP0668,2010-05-11,0.27349330662532784,0.7640678511263116,0.5492453225483321,606,786,leak_site_count=2 (z=7.04); external_email_size=51549 (z=0.92); http_domain_count=8 (z=1.37)
MCS0035,2010-04-14,0.1989150738413813,0.7639874961111992,0.276474496756947,607,990,leak_site_count=1 (z=7.68); external_email_count=4 (z=0.79); external_email_size=138374 (z=0.77)
QSV0778,2011-04-12,0.2615467845819675,0.7638698497083494,0.45002888308990235,608,889,job_site_count=2 (z=10.00); http_domain_count=4 (z=2.06); external_email_size=30526 (z=1.13)
HSG0818,2010-12-29,0.4545300538970136,0.7636922322460914,0.7941735802929469,609,508,job_site_count=1 (z=7.68); after_hours_email_count=2 (z=2.24); after_hours_http_count=2 (z=1.57)
OKB0439,2010-10-12,0.28239463886764044,0.7625205615218008,0.5847322577147579,610,720,job_site_count=3 (z=9.73); external_attachment_email_count=1 (z=0.89); external_email_size=77516 (z=0.88)
MIM0712,2010-03-17,1.092591508284435,0.7622731453147221,1.092591508284435,611,305,external_attachment_email_count=1 (z=5.39); external_email_size=43990 (z=4.56); external_email_count=1 (z=4.36)
TOR0193,2010-05-07,0.18827649732896126,0.7622165342786025,0.5227891227677847,612,831,leak_site_count=3 (z=7.75); external_email_size=76265 (z=0.78); http_domain_count=6 (z=1.02)
SAC0592,2010-03-10,1.0915602978640684,0.7615536961842337,1.0915602978640684,613,306,external_attachment_email_count=1 (z=7.68); external_email_size=117003 (z=3.23); external_email_count=1 (z=2.75)
JPW0741,2010-06-04,0.2575053108639605,0.7610502168818329,0.3137650580502019,614,948,job_site_count=8 (z=10.00); external_email_count=5 (z=1.37); external_email_size=180895 (z=0.96)
JSA0775,2011-01-28,0.4499696330584912,0.7605105432889828,0.6967419838567969,615,603,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=1.86); external_email_count=2 (z=1.71)
WKF0012,2010-10-19,0.2562730879252405,0.7601905264594702,0.5671745668917324,616,747,job_site_count=3 (z=10.00); external_attachment_email_count=2 (z=1.00); external_email_size=95078 (z=0.69)
ILR0304,2010-07-06,1.0888415257285684,0.7596568784152803,1.0888415257285684,617,308,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=3.00); external_email_size=21750 (z=2.94)
SDF0017,2010-04-13,0.2794773944623932,0.7594553103294958,0.8079081175622913,618,500,job_site_count=1 (z=7.68); leak_site_count=1 (z=1.45); external_email_count=3 (z=1.56)
BLL0929,2010-12-28,0.25511545702951405,0.7593828769973354,0.5499134923528862,619,784,job_site_count=2 (z=10.00); external_email_count=4 (z=1.80); external_email_size=94058 (z=1.11)
BWH0813,2010-09-03,0.4478890803789624,0.7590589949079162,0.703132376334923,620,595,job_site_count=1 (z=7.68); after_hours_email_count=5 (z=3.75); external_attachment_email_count=1 (z=0.99)
ORM0669,2010-08-20,0.25421461932744666,0.7587543855772884,0.5732165404467772,621,737,job_site_count=2 (z=10.00); external_email_count=3 (z=1.10); external_attachment_email_count=1 (z=0.71)
MNR0829,2011-01-21,1.087365063614078,0.7586267885679613,1.087365063614078,622,309,external_attachment_email_count=1 (z=4.36); after_hours_http_count=1 (z=4.36); external_email_count=1 (z=3.00)
CKP0721,2010-08-16,0.4441750328727561,0.7564677989733537,0.5734505999293041,623,734,job_site_count=1 (z=7.68); external_email_size=34916 (z=2.19); external_email_count=1 (z=2.11)
AOB0019,2010-08-26,0.3434808258987958,0.75514166147978,0.6995173446989468,624,599,leak_site_count=3 (z=6.33); external_attachment_email_count=1 (z=2.05); external_email_size=52538 (z=0.84)
IMB0481,2010-02-18,0.2482875193061023,0.7546191995158854,0.46986544087814647,625,876,job_site_count=2 (z=10.00); external_email_count=6 (z=0.94); external_attachment_email_count=1 (z=0.58)
JSH0330,2011-04-12,0.9257329077084293,0.7543453801488816,0.9257329077084293,626,422,external_attachment_email_count=1 (z=7.68); job_site_count=1 (z=1.87); external_email_count=2 (z=1.64)
ECL0930,2010-01-29,0.33763221116517017,0.753915360273212,0.5609856471217474,627,761,leak_site_count=3 (z=5.02); job_site_count=1 (z=1.89); external_attachment_email_count=2 (z=1.56)
AKK0329,2010-07-15,0.4394509179279949,0.7531719048258457,0.6835757565368449,628,611,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=1.57); external_email_count=2 (z=1.55)
KKC0683,2011-03-15,0.412369648605129,0.7518950897584326,0.9863855905297733,629,386,job_site_count=1 (z=5.39); leak_site_count=1 (z=1.86); after_hours_http_count=1 (z=4.02)
LAP0338,2010-04-08,0.4368297644053063,0.7513431930658304,1.0556512567138907,630,331,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.75); external_email_count=2 (z=1.73)
HDD0789,2011-05-02,0.07415078186163637,0.7510443804937558,0.5383972890338502,631,812,job_site_count=2 (z=8.64); leak_site_count=3 (z=2.42); logon_pc_count=1 (z=0.68)
FWM0707,2011-03-29,1.0758674822204222,0.750605220153783,1.0758674822204222,632,315,external_attachment_email_count=1 (z=7.68); external_email_size=40727 (z=2.35); external_email_count=1 (z=2.24)
MSG0839,2010-09-27,1.0753908440410545,0.7502726818891078,1.0753908440410545,633,318,after_hours_email_count=1 (z=7.68); after_hours_http_count=1 (z=5.39); external_email_size=35482 (z=2.24)
KJA0152,2011-03-07,0.1787211936923145,0.7498987425188276,0.27663915934556454,634,989,leak_site_count=1 (z=7.68); external_email_size=93401 (z=0.71); external_email_count=3 (z=0.65)
OKC0107,2011-02-14,0.5664776434006739,0.7490962891747691,0.5728075120868593,635,738,job_site_count=2 (z=6.09); external_attachment_email_count=4 (z=3.64); external_email_count=5 (z=1.64)
ZCF0590,2010-10-27,0.43283349448151903,0.7485550977701649,0.5338755195462025,636,818,job_site_count=1 (z=7.68); external_email_count=1 (z=2.55); external_email_size=24158 (z=2.49)
AAE0190,2011-05-03,0.20715337366934203,0.7481628762014207,0.5621650231706005,637,756,leak_site_count=2 (z=6.09); job_site_count=2 (z=1.86); external_attachment_email_count=1 (z=0.77)
KAT0489,2010-03-17,0.4319956278910711,0.747970539683806,0.48953520299509684,638,860,job_site_count=1 (z=7.68); external_attachment_email_count=5 (z=2.38); external_email_count=6 (z=1.45)
OQH0183,2010-10-11,1.071896191261426,0.7478345520428554,1.071896191261426,639,320,external_attachment_email_count=1 (z=7.68); external_email_count=2 (z=2.51); external_email_size=65545 (z=1.87)
DCC0160,2011-04-26,0.4670154163006633,0.7475369669112237,0.5441237446319839,640,796,leak_site_count=3 (z=5.18); external_attachment_email_count=3 (z=2.01); external_email_count=11 (z=2.04)
SBK0161,2010-07-29,0.23772574861894755,0.7472505222922889,0.5529119992851309,641,777,job_site_count=2 (z=10.00); external_attachment_email_count=2 (z=1.20); http_domain_count=11 (z=1.12)
ASM0575,2010-06-08,0.5709325101671364,0.7471622163956766,1.0652154672018639,642,325,job_site_count=1 (z=6.00); external_attachment_email_count=1 (z=3.00); external_email_size=26500 (z=1.66)
JOM0750,2010-08-12,0.17373832383894205,0.7464223216908928,0.27278191835753063,643,993,leak_site_count=1 (z=7.68); external_email_size=91267 (z=0.80); external_email_count=3 (z=0.59)
ZSK0258,2010-04-05,0.42844888007393905,0.7454960644625509,0.7889775613662087,644,515,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.25); external_email_count=3 (z=1.12)
ORB0473,2011-02-25,1.0684952678524369,0.7454618147807699,1.0684952678524369,645,321,external_attachment_email_count=1 (z=7.68); external_email_size=44925 (z=2.97); external_email_count=1 (z=2.75)
SAH0599,2011-04-19,1.0680482704666228,0.7451499561395042,1.0680482704666228,646,322,external_attachment_email_count=1 (z=7.68); external_email_size=44860 (z=2.39); external_email_count=1 (z=2.24)
OLF0504,2010-03-25,0.17163198185354603,0.744952780770849,0.28206981088346433,647,985,leak_site_count=1 (z=7.68); external_email_count=4 (z=0.79); external_email_size=122105 (z=0.69)
BDB0453,2011-03-02,0.4276453792428326,0.7449354824873605,0.9092826573232718,648,433,job_site_count=1 (z=7.68); external_email_size=30018 (z=2.38); external_email_count=1 (z=2.38)
WRM0963,2010-07-21,1.067687715661314,0.7448984062753354,1.067687715661314,649,323,external_attachment_email_count=1 (z=7.68); external_email_count=1 (z=2.38); external_email_size=24060 (z=2.34)
KVT0028,2010-07-19,0.36354257827262443,0.7447823498076633,0.6849914892397541,650,610,leak_site_count=3 (z=6.03); external_attachment_email_count=1 (z=1.24); external_email_count=4 (z=1.42)
WTR0563,2011-04-18,0.21511021606272118,0.7445066410837403,0.32993831600561724,651,936,job_site_count=1 (z=7.68); leak_site_count=1 (z=1.82); external_email_count=3 (z=1.05)
